setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
acronyms-9,29,Which of the answers listed below refers to a deprecated MS Windows authentication protocol replaced by Kerberos?,PPTP,WEP,NTLM,SNMPv2,,,NTLM,1
acronyms-9,30,Which of the following enables delivery of various data packet types over the same network link?,LWAPP,MPLS,MLPPP,MIBS,,,MPLS,1
acronyms-9,31,Which of the answers listed below refers to a Windows-specific feature for handling exceptions errors and abnormal conditions in software?,EPC,SEH,EH,EXR,,,SEH,1
acronyms-9,32,Which of the following acronyms refers to a security mechanism used in the DNS to authenticate and secure communications between DNS servers during zone transfers and other transactions?,SOA,DKIM,SPF,TSIG,,,TSIG,1
acronyms-9,33,Which of the answers listed below refers to a cable rack that interconnects wiring between an MDF and workstation devices?,ICS,MDI,IDF,MTU,,,IDF,1
acronyms-9,34,Which of the following technologies enables automated handling of multiple security incidents?,SOAP,SIEM,SOAR,SASE,,,SOAR,1
acronyms-9,35,What is the name of a solution that increases the efficiency of IP address space management by allowing network administrators to divide networks into subnets of different sizes?,DNAT,VLSM,MPLS,VLAN,,,VLSM,1
acronyms-10,1,A detailed agreement between a client and a vendor describing the work to be performed on a project is referred to as:,MSA,SLA,WO,SOW,,,SOW,1
acronyms-10,2,Which of the following answers refers to an analog telephone service providing basic voice communication over copper telephone lines?,PSTN,ISDN,PBX,POTS,,,POTS,1
acronyms-10,3,A protocol designed to improve the security of existing WEP implementations is known as:,SRTP,TKIP,CCMP,WPA2,,,TKIP,1
acronyms-10,4,Which of the acronyms listed below refers to a technology used in cameras and surveillance systems that enables remote control of camera functions?,RDP,CCTV,PTZ,TCP/IP,,,PTZ,1
acronyms-10,5,Which of the following provides granular control over user access to specific network segments and resources based on their assigned roles and permissions?,IAM,SSO,PAM,MFA,,,IAM,1
acronyms-10,6,A security solution designed to detect anomalies in the log and event data collected from multiple network devices is called:,SNMP,PCAP,HIPS,SIEM,,,SIEM,1
acronyms-10,7,Which of the answers listed below refers to a smart card used in mobile phones to identify the phone user?,IMSI,SoC,IMEI,SIM,,,SIM,1
acronyms-10,8,Which of the following devices would be used for connecting a router to a T1 line?,CSU,IDF,NIC,EDR,,,CSU,1
acronyms-10,9,What are the applications of PGP?,Compressing data,Encrypting and decrypting data,Signing and verifying digital signatures,Managing public and private keys,Securing website traffic,,Encrypting and decrypting data;Signing and verifying digital signatures;Managing public and private keys,3
acronyms-10,10,A field in an SSL/TLS certificate that allows the certificate to be used for multiple domain names or IP addresses is referred to as:,CNAME,SAN,MX,PTR,,,SAN,1
acronyms-10,11,Which of the answers listed below refers to a tunneling protocol commonly used in creating VPNs?,VRRP,GRE,RTSP,BGP,,,GRE,1
acronyms-10,12,Which of the following answers refers to a professional that oversees the management and maintenance of an information repository?,CTO,PM,DBA,CIO,,,DBA,1
acronyms-10,13,Which of the terms listed below refers to a US government initiative for real-time sharing of cyber threat indicators?,NVD,AIS,TTP,CVSS,,,AIS,1
acronyms-10,14,A type of OS characterized by low delay between the execution of tasks required in specific applications such as in military missile guidance systems or in automotive braking systems is known as:,UNIX,Windows NT,POSIX,RTOS,,,RTOS,1
acronyms-10,15,Which of the following block cipher modes is the simplest/weakest and therefore not recommended for use?,CBC,GCM,ECB,CTR,,,ECB,1
acronyms-10,16,Which communication method supports real-time text-based messaging multimedia sharing group chats and video calls?,SMS,MMS,IM,RTC,,,IM,1
acronyms-10,17,Which senior executive position assumes the responsibility for protecting assets data and people from potential threats?,CEO,CIO,CSO,CTO,,,CSO,1
acronyms-10,18,Which cybersecurity role is primarily responsible for hands-on implementation and oversight of security measures for specific systems and networks?,CSO,CTO,DPO,ISSO,,,ISSO,1
acronyms-10,19,A company or organization that offers cloud computing services over the Internet is called:,ISP,MSSP,CSP,MSP,,,CSP,1
acronyms-10,20,Which of the terms listed below refers to a global community focused around the development of engineering standards?,ANSI,NIST,CERT,IEEE,,,IEEE,1
acronyms-10,21,Which of the following answers refers to a device designed to supply and monitor the quality of electric power to multiple outlets?,PSU,MDF,PDU,IDF,,,PDU,1
acronyms-10,22,Which of the answers listed below refers to a global standard development organization composed of different national standards bodies?,NIST,ISO,IEEE,ANSI,,,ISO,1
acronyms-10,23,Which of the following acronyms refers to the process of identifying and preparing for potential disruptions or unexpected events to ensure business continuity?,BIA,SLE,CP,BPA,,,CP,1
acronyms-10,24,A dedicated local network consisting of devices providing data access is referred to as:,SDN,NAS,iSCSI,SAN,,,SAN,1
acronyms-10,25,Which senior executive is responsible for managing an organization's IT strategy and systems?,CEO,CIO,CSO,CTO,,,CIO,1
acronyms-10,26,Which of the answers listed below refers to a framework used on Unix-like OSs to manage authentication-related tasks?,PAM,SSO,MFA,OAuth,,,PAM,1
acronyms-10,27,Which of the following answers refers to a network protocol for delivering audio and video over IP networks?,RDP,VoIP,RTP,UDP,,,RTP,1
acronyms-10,28,Which of the terms listed below refers to a specialized suite of software tools used for developing applications for a specific platform?,GUI,SDLC,API,SDK,,,SDK,1
acronyms-10,29,A type of software that serves as an intermediary between users and the hardware allowing users to interact with the computer and run applications is known as:,ROM,BIOS,OS,RAM,,,OS,1
acronyms-10,30,Which of the following answers refers to an encryption protocol primarily used in Wi-Fi networks implementing the WPA2 security standard?,TKIP,CCMP,SSL,HMAC,,,CCMP,1
acronyms-10,31,In telecommunications a type of main hub connecting internal networks with outside cabling is called:,MDF,ICS,MDI,IDF,,,MDF,1
acronyms-10,32,Which of the acronyms listed below refers to a protocol used in network management systems for monitoring network-attached devices?,SSH,VNC,SNMP,RDP,,,SNMP,1
acronyms-10,33,Which of the following answers refers to a routing protocol?,RTP,BGP,RDP,EAP,,,BGP,1
acronyms-10,34,A specific URI type most commonly used to identify web pages is referred to as:,DOI,ISBN,OUI,URL,,,URL,1
acronyms-10,35,Which of the answers listed below refers to a solution that simplifies web browser configurations by using predefined rules or scripts to make server selection decisions for specific web traffic?,PAC,DDNS,PAM,NAT,,,PAC,1
acronyms-10,36,Which of the following terms refers to a network of physical devices vehicles buildings and other items embedded with sensors software and other technologies that connect and exchange data with other devices and systems over the Internet?,SoC,PAN,IoT,WMN,,,IoT,1
acronyms-10,37,Which of the answers listed below refers to a unique 32-bit identifier embedded in older mobile phones and used by network operators to identify and authenticate the device on the cellular network?,MAC,ESN,IP,OID,,,ESN,1
acronyms-10,38,Which of the following answers refers to a software-based solution that allows users to access and interact with a virtual OS from anywhere using any device with an Internet connection?,VDU,VTC,VDE,VNC,,,VNC,1
acronyms-10,39,Which of the acronyms listed below refers to a broader term used to describe an organization responsible for responding to computer-related emergencies?,CIRT,CERN,CERT,CSIRT,,,CERT,1
acronyms-10,40,Which of the following acronyms refers to a discontinued research program focused on promoting innovation and development in the field of telecommunications and information technology?,IETF,CERN,DARPA,RACE,,,RACE,1
acronyms-10,41,Which of the answers listed below refers to a team of experts within an organization focused on responding to a wide variety of computer-related incidents?,CERT,CSIRT,CIRT,CERN,,,CSIRT,1
acronyms-10,42,GPG is used for:,Securing website traffic,Managing public and private keys,Signing and verifying digital signatures,Compressing data,Encrypting and decrypting data,,Managing public and private keys;Signing and verifying digital signatures;Encrypting and decrypting data,3
acronyms-10,43,A software system that integrates and manages various business processes and functions across an organization is known as:,BCP,CMS,ERP,BIA,,,ERP,1
